word,block,response,totcount,count,proportion,language,uni_lemma
accident,category_organization,material,7,1,0.14285714285714285,Turkish,accident
accident,category_organization,none of these,7,6,0.8571428571428571,Turkish,accident
accident,count_mass,count noun,7,1,0.14285714285714285,Turkish,accident
accident,count_mass,mass noun,7,4,0.5714285714285714,Turkish,accident
accident,count_mass,unclear/unknown,7,2,0.2857142857142857,Turkish,accident
accident,solidity,non-solid,6,3,0.5,Turkish,accident
accident,solidity,unclear/unknown,6,3,0.5,Turkish,accident
air conditioner,category_organization,material,7,3,0.42857142857142855,Mandarin (Beijing),air conditioner
air conditioner,category_organization,material,7,3,0.42857142857142855,Cantonese,air conditioner
air conditioner,category_organization,material,7,3,0.42857142857142855,Mandarin (Taiwanese),air conditioner
air conditioner,category_organization,none of these,7,1,0.14285714285714285,Mandarin (Beijing),air conditioner
air conditioner,category_organization,none of these,7,1,0.14285714285714285,Cantonese,air conditioner
air conditioner,category_organization,none of these,7,1,0.14285714285714285,Mandarin (Taiwanese),air conditioner
air conditioner,category_organization,shape,7,3,0.42857142857142855,Mandarin (Beijing),air conditioner
air conditioner,category_organization,shape,7,3,0.42857142857142855,Cantonese,air conditioner
air conditioner,category_organization,shape,7,3,0.42857142857142855,Mandarin (Taiwanese),air conditioner
air conditioner,count_mass,count noun,8,5,0.625,Mandarin (Beijing),air conditioner
air conditioner,count_mass,count noun,8,5,0.625,Cantonese,air conditioner
air conditioner,count_mass,count noun,8,5,0.625,Mandarin (Taiwanese),air conditioner
air conditioner,count_mass,mass noun,8,2,0.25,Mandarin (Beijing),air conditioner
air conditioner,count_mass,mass noun,8,2,0.25,Cantonese,air conditioner
air conditioner,count_mass,mass noun,8,2,0.25,Mandarin (Taiwanese),air conditioner
air conditioner,count_mass,unclear/unknown,8,1,0.125,Mandarin (Beijing),air conditioner
air conditioner,count_mass,unclear/unknown,8,1,0.125,Cantonese,air conditioner
air conditioner,count_mass,unclear/unknown,8,1,0.125,Mandarin (Taiwanese),air conditioner
air conditioner,solidity,non-solid,8,4,0.5,Mandarin (Beijing),air conditioner
air conditioner,solidity,non-solid,8,4,0.5,Cantonese,air conditioner
air conditioner,solidity,non-solid,8,4,0.5,Mandarin (Taiwanese),air conditioner
air conditioner,solidity,solid,8,4,0.5,Mandarin (Beijing),air conditioner
air conditioner,solidity,solid,8,4,0.5,Cantonese,air conditioner
air conditioner,solidity,solid,8,4,0.5,Mandarin (Taiwanese),air conditioner
airplane,category_organization,material,10,2,0.2,English (American),airplane
airplane,category_organization,material,10,2,0.2,Mandarin (Beijing),airplane
airplane,category_organization,material,10,2,0.2,Korean,airplane
airplane,category_organization,material,10,2,0.2,English (Australian),airplane
airplane,category_organization,material,10,2,0.2,Cantonese,airplane
airplane,category_organization,material,10,2,0.2,Catalan,airplane
airplane,category_organization,material,10,2,0.2,Japanese,airplane
airplane,category_organization,material,10,2,0.2,Turkish,airplane
airplane,category_organization,material,10,2,0.2,Spanish (Mexican),airplane
airplane,category_organization,material,10,2,0.2,Russian,airplane
airplane,category_organization,material,10,2,0.2,Kiswahili,airplane
airplane,category_organization,material,10,2,0.2,Mandarin (Taiwanese),airplane
airplane,category_organization,material,10,2,0.2,Spanish (Peruvian),airplane
airplane,category_organization,material,10,2,0.2,Spanish (European),airplane
airplane,category_organization,material,10,2,0.2,French (French),airplane
airplane,category_organization,none of these,10,5,0.5,English (American),airplane
airplane,category_organization,none of these,10,5,0.5,Mandarin (Beijing),airplane
airplane,category_organization,none of these,10,5,0.5,Korean,airplane
airplane,category_organization,none of these,10,5,0.5,English (Australian),airplane
airplane,category_organization,none of these,10,5,0.5,Cantonese,airplane
airplane,category_organization,none of these,10,5,0.5,Catalan,airplane
airplane,category_organization,none of these,10,5,0.5,Japanese,airplane
airplane,category_organization,none of these,10,5,0.5,Turkish,airplane
airplane,category_organization,none of these,10,5,0.5,Spanish (Mexican),airplane
airplane,category_organization,none of these,10,5,0.5,Russian,airplane
airplane,category_organization,none of these,10,5,0.5,Kiswahili,airplane
airplane,category_organization,none of these,10,5,0.5,Mandarin (Taiwanese),airplane
airplane,category_organization,none of these,10,5,0.5,Spanish (Peruvian),airplane
airplane,category_organization,none of these,10,5,0.5,Spanish (European),airplane
airplane,category_organization,none of these,10,5,0.5,French (French),airplane
airplane,category_organization,shape,10,3,0.3,English (American),airplane
airplane,category_organization,shape,10,3,0.3,Mandarin (Beijing),airplane
airplane,category_organization,shape,10,3,0.3,Korean,airplane
airplane,category_organization,shape,10,3,0.3,English (Australian),airplane
airplane,category_organization,shape,10,3,0.3,Cantonese,airplane
airplane,category_organization,shape,10,3,0.3,Catalan,airplane
airplane,category_organization,shape,10,3,0.3,Japanese,airplane
airplane,category_organization,shape,10,3,0.3,Turkish,airplane
airplane,category_organization,shape,10,3,0.3,Spanish (Mexican),airplane
airplane,category_organization,shape,10,3,0.3,Russian,airplane
airplane,category_organization,shape,10,3,0.3,Kiswahili,airplane
airplane,category_organization,shape,10,3,0.3,Mandarin (Taiwanese),airplane
airplane,category_organization,shape,10,3,0.3,Spanish (Peruvian),airplane
airplane,category_organization,shape,10,3,0.3,Spanish (European),airplane
airplane,category_organization,shape,10,3,0.3,French (French),airplane
airplane,count_mass,count noun,10,9,0.9,English (American),airplane
airplane,count_mass,count noun,10,9,0.9,Mandarin (Beijing),airplane
airplane,count_mass,count noun,10,9,0.9,Korean,airplane
airplane,count_mass,count noun,10,9,0.9,English (Australian),airplane
airplane,count_mass,count noun,10,9,0.9,Cantonese,airplane
airplane,count_mass,count noun,10,9,0.9,Catalan,airplane
airplane,count_mass,count noun,10,9,0.9,Japanese,airplane
airplane,count_mass,count noun,10,9,0.9,Turkish,airplane
airplane,count_mass,count noun,10,9,0.9,Spanish (Mexican),airplane
airplane,count_mass,count noun,10,9,0.9,Russian,airplane
airplane,count_mass,count noun,10,9,0.9,Kiswahili,airplane
airplane,count_mass,count noun,10,9,0.9,Mandarin (Taiwanese),airplane
airplane,count_mass,count noun,10,9,0.9,Spanish (Peruvian),airplane
airplane,count_mass,count noun,10,9,0.9,Spanish (European),airplane
airplane,count_mass,count noun,10,9,0.9,French (French),airplane
airplane,count_mass,mass noun,10,1,0.1,English (American),airplane
airplane,count_mass,mass noun,10,1,0.1,Mandarin (Beijing),airplane
airplane,count_mass,mass noun,10,1,0.1,Korean,airplane
airplane,count_mass,mass noun,10,1,0.1,English (Australian),airplane
airplane,count_mass,mass noun,10,1,0.1,Cantonese,airplane
airplane,count_mass,mass noun,10,1,0.1,Catalan,airplane
airplane,count_mass,mass noun,10,1,0.1,Japanese,airplane
airplane,count_mass,mass noun,10,1,0.1,Turkish,airplane
airplane,count_mass,mass noun,10,1,0.1,Spanish (Mexican),airplane
airplane,count_mass,mass noun,10,1,0.1,Russian,airplane
airplane,count_mass,mass noun,10,1,0.1,Kiswahili,airplane
airplane,count_mass,mass noun,10,1,0.1,Mandarin (Taiwanese),airplane
airplane,count_mass,mass noun,10,1,0.1,Spanish (Peruvian),airplane
airplane,count_mass,mass noun,10,1,0.1,Spanish (European),airplane
airplane,count_mass,mass noun,10,1,0.1,French (French),airplane
airplane,solidity,solid,7,7,1,English (American),airplane
airplane,solidity,solid,7,7,1,Mandarin (Beijing),airplane
airplane,solidity,solid,7,7,1,Korean,airplane
airplane,solidity,solid,7,7,1,English (Australian),airplane
airplane,solidity,solid,7,7,1,Cantonese,airplane
airplane,solidity,solid,7,7,1,Catalan,airplane
airplane,solidity,solid,7,7,1,Japanese,airplane
airplane,solidity,solid,7,7,1,Turkish,airplane
airplane,solidity,solid,7,7,1,Spanish (Mexican),airplane
airplane,solidity,solid,7,7,1,Russian,airplane
airplane,solidity,solid,7,7,1,Kiswahili,airplane
airplane,solidity,solid,7,7,1,Mandarin (Taiwanese),airplane
airplane,solidity,solid,7,7,1,Spanish (Peruvian),airplane
airplane,solidity,solid,7,7,1,Spanish (European),airplane
airplane,solidity,solid,7,7,1,French (French),airplane
album,category_organization,material,8,4,0.5,Russian,album
album,category_organization,none of these,8,1,0.125,Russian,album
album,category_organization,shape,8,3,0.375,Russian,album
album,count_mass,count noun,11,8,0.7272727272727273,Russian,album
album,count_mass,mass noun,11,1,0.09090909090909091,Russian,album
album,count_mass,unclear/unknown,11,2,0.18181818181818182,Russian,album
album,solidity,solid,7,6,0.8571428571428571,Russian,album
album,solidity,unclear/unknown,7,1,0.14285714285714285,Russian,album
alligator,category_organization,material,9,1,0.1111111111111111,English (American),alligator
alligator,category_organization,material,9,1,0.1111111111111111,Mandarin (Beijing),alligator
alligator,category_organization,material,9,1,0.1111111111111111,Mandarin (Taiwanese),alligator
alligator,category_organization,none of these,9,6,0.6666666666666666,English (American),alligator
alligator,category_organization,none of these,9,6,0.6666666666666666,Mandarin (Beijing),alligator
alligator,category_organization,none of these,9,6,0.6666666666666666,Mandarin (Taiwanese),alligator
alligator,category_organization,shape,9,2,0.2222222222222222,English (American),alligator
alligator,category_organization,shape,9,2,0.2222222222222222,Mandarin (Beijing),alligator
alligator,category_organization,shape,9,2,0.2222222222222222,Mandarin (Taiwanese),alligator
alligator,count_mass,count noun,7,7,1,English (American),alligator
alligator,count_mass,count noun,7,7,1,Mandarin (Beijing),alligator
alligator,count_mass,count noun,7,7,1,Mandarin (Taiwanese),alligator
alligator,solidity,solid,8,7,0.875,English (American),alligator
alligator,solidity,solid,8,7,0.875,Mandarin (Beijing),alligator
alligator,solidity,solid,8,7,0.875,Mandarin (Taiwanese),alligator
alligator,solidity,unclear/unknown,8,1,0.125,English (American),alligator
alligator,solidity,unclear/unknown,8,1,0.125,Mandarin (Beijing),alligator
alligator,solidity,unclear/unknown,8,1,0.125,Mandarin (Taiwanese),alligator
ambulance,category_organization,none of these,5,4,0.8,Catalan,ambulance
ambulance,category_organization,none of these,5,4,0.8,Turkish,ambulance
ambulance,category_organization,none of these,5,4,0.8,Mandarin (Taiwanese),ambulance
ambulance,category_organization,none of these,5,4,0.8,Spanish (European),ambulance
ambulance,category_organization,none of these,5,4,0.8,Hebrew,ambulance
ambulance,category_organization,shape,5,1,0.2,Catalan,ambulance
ambulance,category_organization,shape,5,1,0.2,Turkish,ambulance
ambulance,category_organization,shape,5,1,0.2,Mandarin (Taiwanese),ambulance
ambulance,category_organization,shape,5,1,0.2,Spanish (European),ambulance
ambulance,category_organization,shape,5,1,0.2,Hebrew,ambulance
ambulance,count_mass,count noun,8,6,0.75,Catalan,ambulance
ambulance,count_mass,count noun,8,6,0.75,Turkish,ambulance
ambulance,count_mass,count noun,8,6,0.75,Mandarin (Taiwanese),ambulance
ambulance,count_mass,count noun,8,6,0.75,Spanish (European),ambulance
ambulance,count_mass,count noun,8,6,0.75,Hebrew,ambulance
ambulance,count_mass,mass noun,8,1,0.125,Catalan,ambulance
ambulance,count_mass,mass noun,8,1,0.125,Turkish,ambulance
ambulance,count_mass,mass noun,8,1,0.125,Mandarin (Taiwanese),ambulance
ambulance,count_mass,mass noun,8,1,0.125,Spanish (European),ambulance
ambulance,count_mass,mass noun,8,1,0.125,Hebrew,ambulance
ambulance,count_mass,unclear/unknown,8,1,0.125,Catalan,ambulance
ambulance,count_mass,unclear/unknown,8,1,0.125,Turkish,ambulance
ambulance,count_mass,unclear/unknown,8,1,0.125,Mandarin (Taiwanese),ambulance
ambulance,count_mass,unclear/unknown,8,1,0.125,Spanish (European),ambulance
ambulance,count_mass,unclear/unknown,8,1,0.125,Hebrew,ambulance
ambulance,solidity,solid,9,9,1,Catalan,ambulance
ambulance,solidity,solid,9,9,1,Turkish,ambulance
ambulance,solidity,solid,9,9,1,Mandarin (Taiwanese),ambulance
ambulance,solidity,solid,9,9,1,Spanish (European),ambulance
ambulance,solidity,solid,9,9,1,Hebrew,ambulance
animal,category_organization,material,7,2,0.2857142857142857,English (American),animal
animal,category_organization,material,7,2,0.2857142857142857,Mandarin (Beijing),animal
animal,category_organization,material,7,2,0.2857142857142857,Korean,animal
animal,category_organization,material,7,2,0.2857142857142857,English (Australian),animal
animal,category_organization,material,7,2,0.2857142857142857,Cantonese,animal
animal,category_organization,material,7,2,0.2857142857142857,Catalan,animal
animal,category_organization,material,7,2,0.2857142857142857,Japanese,animal
animal,category_organization,material,7,2,0.2857142857142857,Turkish,animal
animal,category_organization,material,7,2,0.2857142857142857,Spanish (Mexican),animal
animal,category_organization,material,7,2,0.2857142857142857,Mandarin (Taiwanese),animal
animal,category_organization,material,7,2,0.2857142857142857,Spanish (European),animal
animal,category_organization,none of these,7,5,0.7142857142857143,English (American),animal
animal,category_organization,none of these,7,5,0.7142857142857143,Mandarin (Beijing),animal
animal,category_organization,none of these,7,5,0.7142857142857143,Korean,animal
animal,category_organization,none of these,7,5,0.7142857142857143,English (Australian),animal
animal,category_organization,none of these,7,5,0.7142857142857143,Cantonese,animal
animal,category_organization,none of these,7,5,0.7142857142857143,Catalan,animal
animal,category_organization,none of these,7,5,0.7142857142857143,Japanese,animal
animal,category_organization,none of these,7,5,0.7142857142857143,Turkish,animal
animal,category_organization,none of these,7,5,0.7142857142857143,Spanish (Mexican),animal
animal,category_organization,none of these,7,5,0.7142857142857143,Mandarin (Taiwanese),animal
animal,category_organization,none of these,7,5,0.7142857142857143,Spanish (European),animal
animal,count_mass,count noun,10,7,0.7,English (American),animal
animal,count_mass,count noun,10,7,0.7,Mandarin (Beijing),animal
animal,count_mass,count noun,10,7,0.7,Korean,animal
animal,count_mass,count noun,10,7,0.7,English (Australian),animal
animal,count_mass,count noun,10,7,0.7,Cantonese,animal
animal,count_mass,count noun,10,7,0.7,Catalan,animal
animal,count_mass,count noun,10,7,0.7,Japanese,animal
animal,count_mass,count noun,10,7,0.7,Turkish,animal
animal,count_mass,count noun,10,7,0.7,Spanish (Mexican),animal
animal,count_mass,count noun,10,7,0.7,Mandarin (Taiwanese),animal
animal,count_mass,count noun,10,7,0.7,Spanish (European),animal
animal,count_mass,mass noun,10,1,0.1,English (American),animal
animal,count_mass,mass noun,10,1,0.1,Mandarin (Beijing),animal
animal,count_mass,mass noun,10,1,0.1,Korean,animal
animal,count_mass,mass noun,10,1,0.1,English (Australian),animal
animal,count_mass,mass noun,10,1,0.1,Cantonese,animal
animal,count_mass,mass noun,10,1,0.1,Catalan,animal
animal,count_mass,mass noun,10,1,0.1,Japanese,animal
animal,count_mass,mass noun,10,1,0.1,Turkish,animal
animal,count_mass,mass noun,10,1,0.1,Spanish (Mexican),animal
animal,count_mass,mass noun,10,1,0.1,Mandarin (Taiwanese),animal
animal,count_mass,mass noun,10,1,0.1,Spanish (European),animal
animal,count_mass,unclear/unknown,10,2,0.2,English (American),animal
animal,count_mass,unclear/unknown,10,2,0.2,Mandarin (Beijing),animal
animal,count_mass,unclear/unknown,10,2,0.2,Korean,animal
animal,count_mass,unclear/unknown,10,2,0.2,English (Australian),animal
animal,count_mass,unclear/unknown,10,2,0.2,Cantonese,animal
animal,count_mass,unclear/unknown,10,2,0.2,Catalan,animal
animal,count_mass,unclear/unknown,10,2,0.2,Japanese,animal
animal,count_mass,unclear/unknown,10,2,0.2,Turkish,animal
animal,count_mass,unclear/unknown,10,2,0.2,Spanish (Mexican),animal
animal,count_mass,unclear/unknown,10,2,0.2,Mandarin (Taiwanese),animal
animal,count_mass,unclear/unknown,10,2,0.2,Spanish (European),animal
animal,solidity,non-solid,8,1,0.125,English (American),animal
animal,solidity,non-solid,8,1,0.125,Mandarin (Beijing),animal
animal,solidity,non-solid,8,1,0.125,Korean,animal
animal,solidity,non-solid,8,1,0.125,English (Australian),animal
animal,solidity,non-solid,8,1,0.125,Cantonese,animal
animal,solidity,non-solid,8,1,0.125,Catalan,animal
animal,solidity,non-solid,8,1,0.125,Japanese,animal
animal,solidity,non-solid,8,1,0.125,Turkish,animal
animal,solidity,non-solid,8,1,0.125,Spanish (Mexican),animal
animal,solidity,non-solid,8,1,0.125,Mandarin (Taiwanese),animal
animal,solidity,non-solid,8,1,0.125,Spanish (European),animal
animal,solidity,solid,8,6,0.75,English (American),animal
animal,solidity,solid,8,6,0.75,Mandarin (Beijing),animal
animal,solidity,solid,8,6,0.75,Korean,animal
animal,solidity,solid,8,6,0.75,English (Australian),animal
animal,solidity,solid,8,6,0.75,Cantonese,animal
animal,solidity,solid,8,6,0.75,Catalan,animal
animal,solidity,solid,8,6,0.75,Japanese,animal
animal,solidity,solid,8,6,0.75,Turkish,animal
animal,solidity,solid,8,6,0.75,Spanish (Mexican),animal
animal,solidity,solid,8,6,0.75,Mandarin (Taiwanese),animal
animal,solidity,solid,8,6,0.75,Spanish (European),animal
animal,solidity,unclear/unknown,8,1,0.125,English (American),animal
animal,solidity,unclear/unknown,8,1,0.125,Mandarin (Beijing),animal
animal,solidity,unclear/unknown,8,1,0.125,Korean,animal
animal,solidity,unclear/unknown,8,1,0.125,English (Australian),animal
animal,solidity,unclear/unknown,8,1,0.125,Cantonese,animal
animal,solidity,unclear/unknown,8,1,0.125,Catalan,animal
animal,solidity,unclear/unknown,8,1,0.125,Japanese,animal
animal,solidity,unclear/unknown,8,1,0.125,Turkish,animal
animal,solidity,unclear/unknown,8,1,0.125,Spanish (Mexican),animal
animal,solidity,unclear/unknown,8,1,0.125,Mandarin (Taiwanese),animal
animal,solidity,unclear/unknown,8,1,0.125,Spanish (European),animal
ankle,category_organization,material,10,1,0.1,English (American),ankle
ankle,category_organization,material,10,1,0.1,Korean,ankle
ankle,category_organization,none of these,10,6,0.6,English (American),ankle
ankle,category_organization,none of these,10,6,0.6,Korean,ankle
ankle,category_organization,shape,10,3,0.3,English (American),ankle
ankle,category_organization,shape,10,3,0.3,Korean,ankle
ankle,count_mass,count noun,6,6,1,English (American),ankle
ankle,count_mass,count noun,6,6,1,Korean,ankle
ankle,solidity,solid,6,6,1,English (American),ankle
ankle,solidity,solid,6,6,1,Korean,ankle
ant,category_organization,color,10,1,0.1,English (American),ant
ant,category_organization,color,10,1,0.1,Mandarin (Beijing),ant
ant,category_organization,color,10,1,0.1,Korean,ant
ant,category_organization,color,10,1,0.1,English (Australian),ant
ant,category_organization,color,10,1,0.1,Cantonese,ant
ant,category_organization,color,10,1,0.1,Catalan,ant
ant,category_organization,color,10,1,0.1,Japanese,ant
ant,category_organization,color,10,1,0.1,Turkish,ant
ant,category_organization,color,10,1,0.1,Spanish (Mexican),ant
ant,category_organization,color,10,1,0.1,Mandarin (Taiwanese),ant
ant,category_organization,color,10,1,0.1,Spanish (European),ant
ant,category_organization,color,10,1,0.1,French (French),ant
ant,category_organization,material,10,1,0.1,English (American),ant
ant,category_organization,material,10,1,0.1,Mandarin (Beijing),ant
ant,category_organization,material,10,1,0.1,Korean,ant
ant,category_organization,material,10,1,0.1,English (Australian),ant
ant,category_organization,material,10,1,0.1,Cantonese,ant
ant,category_organization,material,10,1,0.1,Catalan,ant
ant,category_organization,material,10,1,0.1,Japanese,ant
ant,category_organization,material,10,1,0.1,Turkish,ant
ant,category_organization,material,10,1,0.1,Spanish (Mexican),ant
ant,category_organization,material,10,1,0.1,Mandarin (Taiwanese),ant
ant,category_organization,material,10,1,0.1,Spanish (European),ant
ant,category_organization,material,10,1,0.1,French (French),ant
ant,category_organization,none of these,10,6,0.6,English (American),ant
ant,category_organization,none of these,10,6,0.6,Mandarin (Beijing),ant
ant,category_organization,none of these,10,6,0.6,Korean,ant
ant,category_organization,none of these,10,6,0.6,English (Australian),ant
ant,category_organization,none of these,10,6,0.6,Cantonese,ant
ant,category_organization,none of these,10,6,0.6,Catalan,ant
ant,category_organization,none of these,10,6,0.6,Japanese,ant
ant,category_organization,none of these,10,6,0.6,Turkish,ant
ant,category_organization,none of these,10,6,0.6,Spanish (Mexican),ant
ant,category_organization,none of these,10,6,0.6,Mandarin (Taiwanese),ant
ant,category_organization,none of these,10,6,0.6,Spanish (European),ant
ant,category_organization,none of these,10,6,0.6,French (French),ant
ant,category_organization,shape,10,2,0.2,English (American),ant
ant,category_organization,shape,10,2,0.2,Mandarin (Beijing),ant
ant,category_organization,shape,10,2,0.2,Korean,ant
ant,category_organization,shape,10,2,0.2,English (Australian),ant
ant,category_organization,shape,10,2,0.2,Cantonese,ant
ant,category_organization,shape,10,2,0.2,Catalan,ant
ant,category_organization,shape,10,2,0.2,Japanese,ant
ant,category_organization,shape,10,2,0.2,Turkish,ant
ant,category_organization,shape,10,2,0.2,Spanish (Mexican),ant
ant,category_organization,shape,10,2,0.2,Mandarin (Taiwanese),ant
ant,category_organization,shape,10,2,0.2,Spanish (European),ant
ant,category_organization,shape,10,2,0.2,French (French),ant
ant,count_mass,count noun,8,4,0.5,English (American),ant
ant,count_mass,count noun,8,4,0.5,Mandarin (Beijing),ant
ant,count_mass,count noun,8,4,0.5,Korean,ant
ant,count_mass,count noun,8,4,0.5,English (Australian),ant
ant,count_mass,count noun,8,4,0.5,Cantonese,ant
ant,count_mass,count noun,8,4,0.5,Catalan,ant
ant,count_mass,count noun,8,4,0.5,Japanese,ant
ant,count_mass,count noun,8,4,0.5,Turkish,ant
ant,count_mass,count noun,8,4,0.5,Spanish (Mexican),ant
ant,count_mass,count noun,8,4,0.5,Mandarin (Taiwanese),ant
ant,count_mass,count noun,8,4,0.5,Spanish (European),ant
ant,count_mass,count noun,8,4,0.5,French (French),ant
ant,count_mass,mass noun,8,4,0.5,English (American),ant
ant,count_mass,mass noun,8,4,0.5,Mandarin (Beijing),ant
ant,count_mass,mass noun,8,4,0.5,Korean,ant
ant,count_mass,mass noun,8,4,0.5,English (Australian),ant
ant,count_mass,mass noun,8,4,0.5,Cantonese,ant
ant,count_mass,mass noun,8,4,0.5,Catalan,ant
ant,count_mass,mass noun,8,4,0.5,Japanese,ant
ant,count_mass,mass noun,8,4,0.5,Turkish,ant
ant,count_mass,mass noun,8,4,0.5,Spanish (Mexican),ant
ant,count_mass,mass noun,8,4,0.5,Mandarin (Taiwanese),ant
ant,count_mass,mass noun,8,4,0.5,Spanish (European),ant
ant,count_mass,mass noun,8,4,0.5,French (French),ant
ant,solidity,non-solid,7,3,0.42857142857142855,English (American),ant
ant,solidity,non-solid,7,3,0.42857142857142855,Mandarin (Beijing),ant
ant,solidity,non-solid,7,3,0.42857142857142855,Korean,ant
ant,solidity,non-solid,7,3,0.42857142857142855,English (Australian),ant
ant,solidity,non-solid,7,3,0.42857142857142855,Cantonese,ant
ant,solidity,non-solid,7,3,0.42857142857142855,Catalan,ant
ant,solidity,non-solid,7,3,0.42857142857142855,Japanese,ant
ant,solidity,non-solid,7,3,0.42857142857142855,Turkish,ant
ant,solidity,non-solid,7,3,0.42857142857142855,Spanish (Mexican),ant
ant,solidity,non-solid,7,3,0.42857142857142855,Mandarin (Taiwanese),ant
ant,solidity,non-solid,7,3,0.42857142857142855,Spanish (European),ant
ant,solidity,non-solid,7,3,0.42857142857142855,French (French),ant
ant,solidity,solid,7,3,0.42857142857142855,English (American),ant
ant,solidity,solid,7,3,0.42857142857142855,Mandarin (Beijing),ant
ant,solidity,solid,7,3,0.42857142857142855,Korean,ant
ant,solidity,solid,7,3,0.42857142857142855,English (Australian),ant
ant,solidity,solid,7,3,0.42857142857142855,Cantonese,ant
ant,solidity,solid,7,3,0.42857142857142855,Catalan,ant
ant,solidity,solid,7,3,0.42857142857142855,Japanese,ant
ant,solidity,solid,7,3,0.42857142857142855,Turkish,ant
ant,solidity,solid,7,3,0.42857142857142855,Spanish (Mexican),ant
ant,solidity,solid,7,3,0.42857142857142855,Mandarin (Taiwanese),ant
ant,solidity,solid,7,3,0.42857142857142855,Spanish (European),ant
ant,solidity,solid,7,3,0.42857142857142855,French (French),ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,English (American),ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,Mandarin (Beijing),ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,Korean,ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,English (Australian),ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,Cantonese,ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,Catalan,ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,Japanese,ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,Turkish,ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,Spanish (Mexican),ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,Mandarin (Taiwanese),ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,Spanish (European),ant
ant,solidity,unclear/unknown,7,1,0.14285714285714285,French (French),ant
apple,category_organization,material,8,1,0.125,English (American),apple
apple,category_organization,material,8,1,0.125,Mandarin (Beijing),apple
apple,category_organization,material,8,1,0.125,Korean,apple
apple,category_organization,material,8,1,0.125,English (Australian),apple
apple,category_organization,material,8,1,0.125,Cantonese,apple
apple,category_organization,material,8,1,0.125,Catalan,apple
apple,category_organization,material,8,1,0.125,Japanese,apple
apple,category_organization,material,8,1,0.125,Turkish,apple
apple,category_organization,material,8,1,0.125,Spanish (Mexican),apple
apple,category_organization,material,8,1,0.125,Russian,apple
apple,category_organization,material,8,1,0.125,Mandarin (Taiwanese),apple
apple,category_organization,material,8,1,0.125,Spanish (Peruvian),apple
apple,category_organization,material,8,1,0.125,Spanish (European),apple
apple,category_organization,material,8,1,0.125,French (French),apple
apple,category_organization,none of these,8,1,0.125,English (American),apple
apple,category_organization,none of these,8,1,0.125,Mandarin (Beijing),apple
apple,category_organization,none of these,8,1,0.125,Korean,apple
apple,category_organization,none of these,8,1,0.125,English (Australian),apple
apple,category_organization,none of these,8,1,0.125,Cantonese,apple
apple,category_organization,none of these,8,1,0.125,Catalan,apple
apple,category_organization,none of these,8,1,0.125,Japanese,apple
apple,category_organization,none of these,8,1,0.125,Turkish,apple
apple,category_organization,none of these,8,1,0.125,Spanish (Mexican),apple
apple,category_organization,none of these,8,1,0.125,Russian,apple
apple,category_organization,none of these,8,1,0.125,Mandarin (Taiwanese),apple
apple,category_organization,none of these,8,1,0.125,Spanish (Peruvian),apple
apple,category_organization,none of these,8,1,0.125,Spanish (European),apple
apple,category_organization,none of these,8,1,0.125,French (French),apple
apple,category_organization,shape,8,6,0.75,English (American),apple
apple,category_organization,shape,8,6,0.75,Mandarin (Beijing),apple
apple,category_organization,shape,8,6,0.75,Korean,apple
apple,category_organization,shape,8,6,0.75,English (Australian),apple
apple,category_organization,shape,8,6,0.75,Cantonese,apple
apple,category_organization,shape,8,6,0.75,Catalan,apple
apple,category_organization,shape,8,6,0.75,Japanese,apple
apple,category_organization,shape,8,6,0.75,Turkish,apple
apple,category_organization,shape,8,6,0.75,Spanish (Mexican),apple
apple,category_organization,shape,8,6,0.75,Russian,apple
apple,category_organization,shape,8,6,0.75,Mandarin (Taiwanese),apple
apple,category_organization,shape,8,6,0.75,Spanish (Peruvian),apple
apple,category_organization,shape,8,6,0.75,Spanish (European),apple
apple,category_organization,shape,8,6,0.75,French (French),apple
apple,count_mass,count noun,7,7,1,English (American),apple
apple,count_mass,count noun,7,7,1,Mandarin (Beijing),apple
apple,count_mass,count noun,7,7,1,Korean,apple
apple,count_mass,count noun,7,7,1,English (Australian),apple
apple,count_mass,count noun,7,7,1,Cantonese,apple
apple,count_mass,count noun,7,7,1,Catalan,apple
apple,count_mass,count noun,7,7,1,Japanese,apple
apple,count_mass,count noun,7,7,1,Turkish,apple
apple,count_mass,count noun,7,7,1,Spanish (Mexican),apple
apple,count_mass,count noun,7,7,1,Russian,apple
apple,count_mass,count noun,7,7,1,Mandarin (Taiwanese),apple
apple,count_mass,count noun,7,7,1,Spanish (Peruvian),apple
apple,count_mass,count noun,7,7,1,Spanish (European),apple
apple,count_mass,count noun,7,7,1,French (French),apple
apple,solidity,solid,8,8,1,English (American),apple
apple,solidity,solid,8,8,1,Mandarin (Beijing),apple
apple,solidity,solid,8,8,1,Korean,apple
